repository,T_total_hours,T_downtime_hours,availability,N_releases,N_bugs,N_total_builds,N_failed_builds,bug_error_rate,build_error_rate,N_failures,mtbf_hours
velerelectronic/appsemblea,0.3,0.0,100.0,2,0,0,0,0.0,0.0,0,
WangDaYeeeeee/Mysplash,5494.38,0.0,100.0,6,0,0,0,0.0,0.0,0,
dillbyrne/Bodha-Converter,25660.43,0.0,100.0,2,0,0,0,0.0,0.0,0,
phpnetfrance/drivinCloudOpen,2991.21,0.0,100.0,2,0,0,0,0.0,0.0,0,
lloydtorres/stately,47121.19,104.11,99.7791,44,1,0,0,0.022727,0.0,1,47121.19
theIoTLab/ZephyrBHDeviceAdapter,3834.01,150.35,96.0785,4,2,0,0,0.5,0.0,2,1917.01
alaminopu/IST-Syllabus,71.48,0.0,100.0,2,0,0,0,0.0,0.0,0,
steventwheeler/PublicAccessSites,24574.2,0.0,100.0,2,0,0,0,0.0,0.0,0,
jonchampagne/XKCD-Dating-Age-Calculator,10.3,0.0,100.0,2,0,0,0,0.0,0.0,0,
sinpolib/nfcspy,2090.45,0.0,100.0,3,0,0,0,0.0,0.0,0,
tsekityam/Aria2-Remote-for-Android,47.24,0.0,100.0,2,0,0,0,0.0,0.0,0,
przemekr/my_slide,146.91,0.0,100.0,2,0,0,0,0.0,0.0,0,
hearsilent/QuickYee,3.4,0.0,100.0,2,0,0,0,0.0,0.0,0,
InstituteOfErgonomics/AndroidOcclusion,4057.68,0.0,100.0,2,0,0,0,0.0,0.0,0,
skarllot/calibration-calc,1.39,0.0,100.0,2,0,0,0,0.0,0.0,0,
wktk/tagifier,0.45,0.0,100.0,2,0,0,0,0.0,0.0,0,
Sixstring982/get-shaded,151.94,0.0,100.0,2,0,0,0,0.0,0.0,0,
tommai78101/android-5-way-Bluetooth-Relay,6266.75,0.0,100.0,2,0,0,0,0.0,0.0,0,
shollmann/weathy,155.0,0.0,100.0,2,0,0,0,0.0,0.0,0,
HoraApps/LeafPic,3671.88,3671.88,0.0,7,25,0,0,3.571429,0.0,25,146.88
brianwernick/PlaylistCore,54262.07,22058.71,59.3478,10,14,1,0,1.4,0.0,14,3875.86
