repository,total_releases,failed_releases,change_failure_rate_percent,cfr_level
heinrichreimer/material-drawer,5,0,0.0,Elite
scoutant/blokish,1,0,0.0,Elite
wseemann/RoMote,25,0,0.0,Elite
mattstraehl/AmgiNori,9,0,0.0,Elite
SvenDub/Dashboard,4,0,0.0,Elite
andremion/Villains-and-Heroes,5,0,0.0,Elite
longdivision/hex,9,1,11.11,Elite
Lightstreamer/Lightstreamer-example-AdvStockList-client-android,2,0,0.0,Elite
edsonduarte1990/reminders,11,0,0.0,Elite
gazlaws-dev/codeboard,1,0,0.0,Elite
dzwiedziu-nkg/biblospk,3,0,0.0,Elite
anhinton/CocoWiggler4,1,0,0.0,Elite
ronaldsmartin/Material-ViewPagerIndicator,6,2,33.33,Medium
RyuzakiKK/NoteCrypt,4,0,0.0,Elite
BeamNG/remotecontrol,3,2,66.67,Low
mtransitapps/ca-niagara-region-transit-bus-android,2,0,0.0,Elite
mtransitapps/ca-shawinigan-rtcs-bus-android,1,0,0.0,Elite
butzist/ActivityLauncher,11,0,0.0,Elite
shensky711/Run-With-You,1,0,0.0,Elite
tcolligan/MaximMaker,4,0,0.0,Elite
NFCdroid/nfcapp,1,0,0.0,Elite
shivnshu/AMR-System,3,0,0.0,Elite
flyingrub/SpeedMeter,4,0,0.0,Elite
wmi-students/wmi-timetable-android,3,2,66.67,Low
erickok/borefts2015,9,0,0.0,Elite
ccjeng/BuddhaVoice,14,0,0.0,Elite
42SK/TVKILL,10,0,0.0,Elite
ajitsing/ExpenseManager,1,0,0.0,Elite
mtransitapps/ca-welland-transit-bus-android,1,0,0.0,Elite
mutualmobile/CardStackUI,2,0,0.0,Elite
elefher/CpuHandler,5,0,0.0,Elite
fin10/MyWallpaper,7,0,0.0,Elite
rpi-mobile/RPIMobile-Android,7,0,0.0,Elite
GAlexMES/MusicArchivist,1,0,0.0,Elite
dmytroKarataiev/EarthquakeSurvival,1,0,0.0,Elite
Bennik2000/FtApp,7,0,0.0,Elite
greenfrvr/hashtag-view,7,0,0.0,Elite
fadelakin/vortex,7,0,0.0,Elite
hgzojer/vocabletrainer,14,0,0.0,Elite
indywidualny/Centrum.fm,17,4,23.53,High
jsauve/HGMF2017,5,0,0.0,Elite
txusballesteros/sliding-deck,1,0,0.0,Elite
ruby-china/ruby-china-android,1,0,0.0,Elite
shubhamchaudhary/wordpowermadeeasy,3,1,33.33,Medium
pryds/ve,4,1,25.0,High
manyconf/mobile-android,1,0,0.0,Elite
mtransitapps/ca-joliette-ctjm-bus-android,2,0,0.0,Elite
kaif-open/kaif-android,1,0,0.0,Elite
matejdro/WearVibrationCenter,15,0,0.0,Elite
outadoc/SplatCompanion,12,4,33.33,Medium
artemnikitin/tts-test-app,5,0,0.0,Elite
Benrnz/CorporateBsGenerator,1,0,0.0,Elite
mtransitapps/ca-fraser-valley-express-bus-android,2,0,0.0,Elite
chrisjluc/Onesearch,5,0,0.0,Elite
plusCubed/anticipate,7,1,14.29,Elite
dbrant/cardboard-mpo,2,0,0.0,Elite
ccjeng/TPTrashCan,12,0,0.0,Elite
aliaksei135/FlightDutyTracker,2,0,0.0,Elite
xaethos/tracker-notifier,1,0,0.0,Elite
adriankeenan/uob-timetable-android,11,0,0.0,Elite
claycarpenter/pazz-app,1,0,0.0,Elite
Devlight/NavigationTabBar,13,3,23.08,High
TrekDev/Xamarin.Android.Skobbler,3,0,0.0,Elite
MikeCroall/TrumpBot,1,0,0.0,Elite
Mauro2888/MemoMaterial,1,0,0.0,Elite
XFY9326/KeyBlocker,37,0,0.0,Elite
benjamarle/typhon,1,0,0.0,Elite
martinmarinov/rtl_tcp_andro-,2,0,0.0,Elite
kloener/visor-android,2,0,0.0,Elite
beckhamds/nasa-imagery-fetcher,1,0,0.0,Elite
iammck/ECalculon,2,0,0.0,Elite
ZedTheLed/Emoji_Browser,2,0,0.0,Elite
SumiMakito/AwesomeQRCode,8,0,0.0,Elite
ItsSelina/tribbble,2,0,0.0,Elite
xtensa/PodEmu,6,2,33.33,Medium
MJonesDev/Simple-Reminder-Android,2,0,0.0,Elite
torch2424/Stats-Monitor-Widget,1,0,0.0,Elite
vikasdesale/News24x7-news-from-every-part-of-the-world,1,0,0.0,Elite
sreich/android-count-the-days,2,0,0.0,Elite
CyberZHG/CrimsonTomato,6,0,0.0,Elite
eyqs/kanon-android,1,0,0.0,Elite
MkhytarMkhoian/Shoppist,2,0,0.0,Elite
trikita/talalarmo,4,0,0.0,Elite
andriydruk/BonjourBrowser,4,0,0.0,Elite
GoneUp/Htwg_LsfPlan,4,0,0.0,Elite
weinshel/android-calculator,2,0,0.0,Elite
randombyte-developer/SGLVertretungsplan,4,1,25.0,High
yaa110/Memento,3,0,0.0,Elite
chdir/aria2-android,4,0,0.0,Elite
tobykurien/BatteryFu,7,0,0.0,Elite
DVT/showcase-android,1,0,0.0,Elite
SpiritCroc/SyncSettings,9,0,0.0,Elite
leinardi/UbuntuCountdownWidget,5,0,0.0,Elite
robertmathew/KeralaAttractions,3,0,0.0,Elite
sean22922/CardSimulator,9,0,0.0,Elite
indianpoptart/Parks-and-Recreation,15,0,0.0,Elite
Vilbrekin/tinc_gui,3,0,0.0,Elite
mustafa01ali/Dev-Tiles,3,0,0.0,Elite
donaldmunro/AARemu,1,0,0.0,Elite
wbrenna/GTFSOffline,2,0,0.0,Elite
MicMun/DeuFeiTage,12,0,0.0,Elite
mtransitapps/ca-lethbridge-transit-bus-android,2,0,0.0,Elite
NijzinkM/ListLock,5,1,20.0,High
badoualy/stepper-indicator,7,0,0.0,Elite
vanilla-music/vanilla-music-tag-editor,18,0,0.0,Elite
claha/movianremote,8,0,0.0,Elite
jagossel/MovingPolygons,8,0,0.0,Elite
bertilxi/DC-Android,2,0,0.0,Elite
akshay2211/Oblique,1,0,0.0,Elite
pkunk/pq,1,0,0.0,Elite
deepaktwr/BitFrames,5,0,0.0,Elite
illusionww/gpsHub,2,0,0.0,Elite
mtransitapps/us-anchorage-people-mover-bus-android,1,0,0.0,Elite
akrause2014/gcrf-REAR,16,0,0.0,Elite
AEFeinstein/MiniScoreboard,1,0,0.0,Elite
mtransitapps/ca-fredericton-transit-bus-android,2,0,0.0,Elite
TheNightmanCodeth/classi,3,0,0.0,Elite
andremion/Louvre,6,1,16.67,High
avast/sms-ticket,6,0,0.0,Elite
christarazi/random-restaurant-generator,4,0,0.0,Elite
0xbb/otp-authenticator,4,0,0.0,Elite
TheAndroidMaster/Metronome-Android,8,1,12.5,Elite
patrickfav/planb-android,1,0,0.0,Elite
czodroid/droid48sx,2,0,0.0,Elite
wsv-accidis/in-sangbok,4,1,25.0,High
VelbazhdSoftwareLLC/DiceOverflow,1,0,0.0,Elite
BILLyTheLiTTle/Play4Share,4,0,0.0,Elite
geniusforapp/fancyDialog,3,0,0.0,Elite
SimonMarquis/Android-SecretCodes,6,0,0.0,Elite
PedroCarrillo/Expense-Tracker-App,2,0,0.0,Elite
taiko000/TAsteroids,4,0,0.0,Elite
chteuchteu/Blogmotion-Android,4,0,0.0,Elite
mtransitapps/ca-brandon-transit-bus-android,1,0,0.0,Elite
AlbertoCejas/GermanLearningUCA,1,0,0.0,Elite
StepicOrg/stepik-android,196,0,0.0,Elite
icasdri/Mather,7,5,71.43,Low
adithya321/Companion-for-Band,9,0,0.0,Elite
Akusari/SD-Booster,2,0,0.0,Elite
SimonMarquis/FCM-toolbox,14,0,0.0,Elite
m039/beacon-keeper,3,0,0.0,Elite
rebus007/HeaderView,12,0,0.0,Elite
robert7k/sipswitch,2,0,0.0,Elite
JonathanImperato/Service-Notes,2,0,0.0,Elite
carloscorreia94/AEISTMobileDROID,2,0,0.0,Elite
MrGussio/EarthInvadersGDX,5,0,0.0,Elite
thermatk/HSEWifi,6,0,0.0,Elite
camilotejeiro/android_quotes_display_apps,1,0,0.0,Elite
PowerInside/syncplayer,5,0,0.0,Elite
dhis2/dhis2-android-trackercapture,24,0,0.0,Elite
Mygod/InvisibleWidgetPlus,4,0,0.0,Elite
intxcc/OwnTrack,2,0,0.0,Elite
rspective/PagerDatePicker,1,0,0.0,Elite
enricocid/Battery-Live,13,0,0.0,Elite
slipmatt/MediaFarmer,1,0,0.0,Elite
Raenar4k/Simple15,5,0,0.0,Elite
wminner/ndnMouse,3,0,0.0,Elite
derqurps/noefinderlein,9,0,0.0,Elite
cooler9711/Bee-Safe-Plants-App,1,0,0.0,Elite
bubblegumdevs/traceratops,2,0,0.0,Elite
Iktwo/QuteLauncher,7,0,0.0,Elite
pR0Ps/LocationShare,3,0,0.0,Elite
Zireck/CleanFit,1,0,0.0,Elite
Garthi/Running-Leaderboard,3,1,33.33,Medium
ordogfioka/ElteMeter,1,0,0.0,Elite
greenfrvr/rubber-loader,4,0,0.0,Elite
KonradIT/goprohero,20,2,10.0,Elite
M66B/XPrivacyInstaller,11,0,0.0,Elite
arpruss/raspberryjam-pe,2,0,0.0,Elite
kuastw/KUAS-Wifi-Auto-Login,20,0,0.0,Elite
subinkrishna/CircularImageView,6,0,0.0,Elite
7kfpun/BitcoinReactNative,3,0,0.0,Elite
bpear/Nexus-4-Modem-Flasher,1,0,0.0,Elite
ngageoint/anti-piracy-android-app,5,0,0.0,Elite
amatskevich/CalendarOfFactory,12,0,0.0,Elite
lenidh/holochron,2,0,0.0,Elite
ml1nk/csr-generator,16,0,0.0,Elite
jrodalo/copit,7,0,0.0,Elite
tomszilagyi/svhu1972,2,0,0.0,Elite
Manabu-GT/EtsyBlur,5,0,0.0,Elite
poldz123/ShapeRipple,5,0,0.0,Elite
alescdb/LauncherTV,6,0,0.0,Elite
yolosec/upcKeygen,5,0,0.0,Elite
Aaron1011/QuotesDream,3,0,0.0,Elite
JamesFrost/SimpleDo,3,0,0.0,Elite
MiguelCatalan/MaterialSearchView,2,0,0.0,Elite
varunest/SparkButton,7,0,0.0,Elite
juankysoriano/MaterialLife,1,0,0.0,Elite
jewelzqiu/sjtubbs,2,0,0.0,Elite
rockwotj/Cam2PDF,1,0,0.0,Elite
jadengore/PebbLIFX,2,0,0.0,Elite
Microsoft/ProjectOxford-ClientSDK,8,3,37.5,Medium
oxoooo/materialize,4,1,25.0,High
adrianchifor/Swiftnotes,5,0,0.0,Elite
kartikarora/Transfer.sh,2,1,50.0,Low
tkowalczyk/DevTalkMobile,3,2,66.67,Low
codemumbler/fitTimer,1,0,0.0,Elite
Need2Revolt/LEMP,1,0,0.0,Elite
SandroMachado/openalpr-android,5,1,20.0,High
Mariovc/ImagePicker,9,1,11.11,Elite
MMAUG/Kanaung,1,1,100.0,Low
marcb1/droid-ssh,1,0,0.0,Elite
trrk/FlMML-for-Android,3,0,0.0,Elite
ericleib/blindtale,1,0,0.0,Elite
thht/ambilike,2,0,0.0,Elite
jgilfelt/SystemBarTint,3,0,0.0,Elite
SecUSo/privacy-friendly-torchlight,4,0,0.0,Elite
schlan/Clippy,2,0,0.0,Elite
WhitgiftCyberSoc/balances-android,2,0,0.0,Elite
macleod2486/UTNow,2,0,0.0,Elite
mtransitapps/ca-fort-erie-transit-bus-android,1,0,0.0,Elite
pjan284/TearTheWeb,1,0,0.0,Elite
kyze8439690/v2ex-daily-android,5,0,0.0,Elite
k0shk0sh/KAM,2,0,0.0,Elite
nbenm/ImapNote2,1,0,0.0,Elite
chen-yumin/charminder,1,0,0.0,Elite
cmurtheepic/Mizer,3,2,66.67,Low
tho068/Fokuskino,4,0,0.0,Elite
chetstone/react-native-palette,2,0,0.0,Elite
BarryLiu/AndroidDemos,1,0,0.0,Elite
harkwell/khallware,1,0,0.0,Elite
ennerperez/teaching-skills,3,0,0.0,Elite
thiagokimo/KonamiCode,7,2,28.57,High
TobiasBielefeld/Simple-Search,3,0,0.0,Elite
Waboodoo/Status-Bar-Tachometer,12,0,0.0,Elite
boombuler/piraten_map_app,4,0,0.0,Elite
adamkdot/my_ip_address_info,7,0,0.0,Elite
seeing-eye/UnforgetIt,2,2,100.0,Low
beenotung/music-player,2,2,100.0,Low
chteuchteu/Les-Joies-de-l-Etudiant-Info,3,0,0.0,Elite
Trellmor/BerryMotesApp,2,0,0.0,Elite
chen-yumin/arkaflow,1,0,0.0,Elite
no-go/TextThing,4,0,0.0,Elite
sunner/SMS2Calendar,4,0,0.0,Elite
mtransitapps/ca-whitehorse-transit-bus-android,1,0,0.0,Elite
muvari/restaurant-mediator,1,0,0.0,Elite
plusCubed/recycler-fast-scroll,6,0,0.0,Elite
johnkil/Print,8,3,37.5,Medium
7kfpun/AudienceNetworkReactNative,1,0,0.0,Elite
jannispinter/jaws,6,0,0.0,Elite
erdemorman/mdx,2,0,0.0,Elite
andrkhar/TheFreeBird,2,0,0.0,Elite
MaelstromJS/SYLAB,5,0,0.0,Elite
mtransitapps/ca-toronto-share-bike-android,1,0,0.0,Elite
domjos1994/NotPunktList,7,0,0.0,Elite
godgunman/tii,1,0,0.0,Elite
andrewcmyers/multilist,2,0,0.0,Elite
axxapy/apkExtractor,4,0,0.0,Elite
ETCLabs/LuminosusEosEdition,2,0,0.0,Elite
Rachel030219/HashChecker,10,0,0.0,Elite
CODA-Masters/Little-Nibolas,1,0,0.0,Elite
nick11roberts/Llama,4,0,0.0,Elite
JordanRobinson/track-to-speech,3,0,0.0,Elite
civyshk/rpncalc104k,3,0,0.0,Elite
robotbrain/intellitalk,1,0,0.0,Elite
vmihalachi/turbo-editor,9,0,0.0,Elite
javiersantos/Moticons,1,0,0.0,Elite
pw4ever/tbnl,1,0,0.0,Elite
movim/movim_android,3,0,0.0,Elite
house4hack/openSHAC,2,0,0.0,Elite
QTechOsijek/Low-cost_Smart-house,2,0,0.0,Elite
chteuchteu/Les-Joies-du-Sysadmin,3,0,0.0,Elite
EyeSeeTea/uicapp,1,0,0.0,Elite
bhargavchippada/Clickr,3,0,0.0,Elite
SilasAlroe/OctoPub-Android,3,0,0.0,Elite
siyamed/android-shape-imageview,2,0,0.0,Elite
JoaquimLey/faboptions,5,3,60.0,Low
vanilla-music/vanilla-music-lyrics-search,7,0,0.0,Elite
oaken-source/exceer,4,1,25.0,High
LeonardoCardoso/Android-Link-Preview,1,0,0.0,Elite
Kaljurand/Diktofon,2,0,0.0,Elite
palo-m/androboinc,1,0,0.0,Elite
vanilla-music/vanilla-music-cover-fetch,12,0,0.0,Elite
timstableford/P-BrainAndroid,7,2,28.57,High
garmax1/material-flashlight,3,0,0.0,Elite
Adrianotiger/qr2web,8,0,0.0,Elite
hkuadithya/MovieManiac,1,0,0.0,Elite
sukso96100/zionbob,2,0,0.0,Elite
jamcar23/GeniPass-Android,3,0,0.0,Elite
NordicSemiconductor/nRF-Logger-API,3,0,0.0,Elite
drpain/blink,2,0,0.0,Elite
hkohlsaat/gsp_vertretungen,2,0,0.0,Elite
bdelville/bohurt-mapper,3,0,0.0,Elite
aurasphere/blue-pair,2,0,0.0,Elite
TobiasBielefeld/Simple-Brick-Games,7,0,0.0,Elite
theScrabi/Terminightor,11,1,9.09,Elite
kconger/org.thecongers.mtpms,3,0,0.0,Elite
tasomaniac/MuzeiComicsCovers,4,0,0.0,Elite
ftlno/abakaffe-android,3,0,0.0,Elite
S64/android-radiobutton-extended,5,0,0.0,Elite
MirakelX/mirakel-dashclock,2,0,0.0,Elite
harri35/res-check,1,0,0.0,Elite
bgd-point/daily-dhamma,6,4,66.67,Low
diegocarloslima/FloatingGroupExpandableListView,3,0,0.0,Elite
lynfogeek/conference-app,1,0,0.0,Elite
Daimas/android-pachi,1,0,0.0,Elite
ITVlab/Family-Calendar,6,0,0.0,Elite
stevewest/VO-Miner,1,0,0.0,Elite
srolanh/ornamenti-fraktali,2,0,0.0,Elite
tyrex-team/senslogs,1,0,0.0,Elite
mehmetakiftutuncu/Muezzin,4,0,0.0,Elite
w9jds/MarketBot,4,0,0.0,Elite
DamienOReilly/PrepayCredit,9,3,33.33,Medium
j4velin/HueNotifier,2,0,0.0,Elite
caarmen/youreawinner,2,0,0.0,Elite
micolous/frogjump,3,0,0.0,Elite
louistsaitszho/Erg-Alpha,5,2,40.0,Medium
flide/TouchBoard,1,0,0.0,Elite
ITVlab/SubChannel,6,0,0.0,Elite
michaeltroger/sensor-visualization,2,0,0.0,Elite
mitch-b/whoisit-android,2,0,0.0,Elite
hgzojer/dice,7,0,0.0,Elite
AEFeinstein/Selfr,2,0,0.0,Elite
michelelacorte/ForceTouch,2,0,0.0,Elite
enricocid/Simply-Solid,14,0,0.0,Elite
HiiYL/MMU-Board-Android,1,0,0.0,Elite
judovana/FlashBalknaAndroid,9,0,0.0,Elite
gjedeer/androidwisprclient,4,0,0.0,Elite
ascendedguard/android-kanji-fix,8,0,0.0,Elite
iamrichardjones/MnemonicRevisionHelper-android,7,0,0.0,Elite
gappleto97/MultiCalc,1,0,0.0,Elite
bward/gctgs-app,4,0,0.0,Elite
MostafaGazar/CustomShapeImageView,3,0,0.0,Elite
crashlytics/cannonball-android,6,0,0.0,Elite
juliome10/DoubleViewPager,3,0,0.0,Elite
MohammedRashad/Donne,2,0,0.0,Elite
arunkumar9t2/chameleon-live-wallpaper,2,0,0.0,Elite
kflog-project/Cumulus,58,12,20.69,High
suragch/aePronunciation,3,0,0.0,Elite
jgaa/VikingGTD,2,1,50.0,Low
dpcsoftware/Expenses,6,0,0.0,Elite
ksmirenko/cards-toefl,4,0,0.0,Elite
cvazquezlos/Lifez,1,0,0.0,Elite
JoaquimLey/avenging,1,0,0.0,Elite
testica/text-scanner,4,0,0.0,Elite
ReyKoxha/nodebb-webview,3,0,0.0,Elite
Nutomic/movecerts,2,0,0.0,Elite
C-D-Lewis/dashboard,1,0,0.0,Elite
dhis2/dhis2-android-dashboard,6,0,0.0,Elite
ueman/CampusCardReader,3,0,0.0,Elite
ftisunpar/juklak,1,0,0.0,Elite
mtransitapps/ca-vancouver-mobi-bike-android,1,0,0.0,Elite
florent37/MaterialTextField,1,0,0.0,Elite
mediavrog/integrated-rating-request,4,0,0.0,Elite
alt236/KeyEvent-Display---Android,1,0,0.0,Elite
MFlisar/MessageBar,1,0,0.0,Elite
jeffisaak/diceware-pass-gen,9,0,0.0,Elite
mo271/guessaday,2,0,0.0,Elite
ogiba/StyleableShareDialog,2,0,0.0,Elite
johnkil/Android-ProgressFragment,4,0,0.0,Elite
Piasy/HandyWidgets,2,1,50.0,Low
jiangpeng79/antrace,5,0,0.0,Elite
sanlinnaing/MUA-Keyboard,2,0,0.0,Elite
meefik/tzupdater,6,0,0.0,Elite
bentglasstube/vecna,1,0,0.0,Elite
JordanLongstaff/Artemis-Messenger,13,0,0.0,Elite
jtechapps/FloppyThreeD,2,0,0.0,Elite
Microalg/microalg-android,1,0,0.0,Elite
HugoGresse/TweetyHunting,1,0,0.0,Elite
reliq/FirstTipCalc,1,0,0.0,Elite
BlueHerons/StatTrackerApp,1,0,0.0,Elite
Pushjet/Pushjet-Android,1,1,100.0,Low
yeriomin/SmsScheduler,5,0,0.0,Elite
vuze/vuze-remote-for-android,9,0,0.0,Elite
mkorcha/MediaButtonOverlay,11,0,0.0,Elite
arnef/bewegungsmelder-android,1,0,0.0,Elite
ehsanmasdar/LASA-Schedules,1,0,0.0,Elite
Archheretic/ParkingLotTrackerMobileApp,1,0,0.0,Elite
cesardmoro/brewapp,3,0,0.0,Elite
cat-in-the-dark/FlashTransmitter,2,0,0.0,Elite
DarnokOk/BinaryClock,1,0,0.0,Elite
GoodBadOkay/RondoCalc,2,0,0.0,Elite
LaurentTreguier/deck,1,0,0.0,Elite
zahid-ali-shah/SignatureView,3,0,0.0,Elite
smart-fun/TabStacker,8,1,12.5,Elite
rkkr/wear-dnd-sync,1,0,0.0,Elite
eigenein/joypad-android,5,0,0.0,Elite
vanillastatus/VanillaStatusApp,2,0,0.0,Elite
andreyrd/ListLauncher,5,0,0.0,Elite
tim-sueberkrueb/ourgus,3,0,0.0,Elite
ppamorim/Cult,2,0,0.0,Elite
rmack/TwistedHomeManager,1,0,0.0,Elite
jmmrcp/Libgdx,1,0,0.0,Elite
rom4ek/ArcNavigationView,5,0,0.0,Elite
diegocarloslima/ByakuGallery,1,0,0.0,Elite
d4rken/rootvalidator,6,0,0.0,Elite
SimonMarquis/Android-UrlSchemeInterceptor,1,0,0.0,Elite
Parrot-Developers/DronesWear,6,0,0.0,Elite
hoffimar/timerdroid,1,0,0.0,Elite
namsor/gendreapp,5,0,0.0,Elite
mikljohansson/recall,1,0,0.0,Elite
raydac/AndroidPirateDice,2,0,0.0,Elite
ajhodges/WifiCallingControls,5,4,80.0,Low
Xeratec/RoboControl,2,0,0.0,Elite
eouw0o83hf/android-wear-eouw0o83hface,1,0,0.0,Elite
NTUOSC/ntu-geocaching-android,3,0,0.0,Elite
CoolONEOfficial/circles,2,0,0.0,Elite
Manabu-GT/DesignOverlay-Android,2,0,0.0,Elite
ITVlab/Launch-On-Boot,13,0,0.0,Elite
matthill/darwinwallet,2,0,0.0,Elite
jabstone/JABtalk,4,0,0.0,Elite
hearsilent/KUAS-Food,1,0,0.0,Elite
ftp27/HelmetManager,1,0,0.0,Elite
badoualy/morphy-toolbar,6,0,0.0,Elite
VernonLee/Theogony,1,0,0.0,Elite
steverichey/Flappybalt,2,0,0.0,Elite
savvasdalkitsis/betwixt,1,0,0.0,Elite
NightlyNexus/Material-Cards,3,0,0.0,Elite
Uberi/LegitimatelyTerrible,2,0,0.0,Elite
ITVlab/neodash,5,0,0.0,Elite
doofmars/GHB-Traffic,3,0,0.0,Elite
qtwyeuritoiy/CandyBox,1,0,0.0,Elite
buntata/buntata-app,10,0,0.0,Elite
Nextome/GeoJsonify,1,0,0.0,Elite
hearsilent/Universal-CollapsingTabLayout,2,0,0.0,Elite
lolevsky/Android-Clean-Architecture,1,0,0.0,Elite
dumbfingers/AutoHosts,2,0,0.0,Elite
rpahade3011/What-sNearby,3,0,0.0,Elite
arjunkomath/mjuzik,2,0,0.0,Elite
danirod/jumpdontdie,3,0,0.0,Elite
Pikamander2/japanese-characters,3,0,0.0,Elite
mick88/notepad,1,0,0.0,Elite
mobilinkd/tnc1-android-config,3,0,0.0,Elite
xiprox/Dinner-Menu,4,0,0.0,Elite
magalvao/cardapiojj,1,0,0.0,Elite
ArcticLabs/Opendoor,3,0,0.0,Elite
AlexandreG/Volume-Setter,2,0,0.0,Elite
Ozzyboshi/InternetBeatTimeWatchFace,6,0,0.0,Elite
barun-saha/software-engineering-lite,3,0,0.0,Elite
kevinmeresse/fusionbook,1,1,100.0,Low
FRC1756-Argos/SpeedScout17-Android,5,0,0.0,Elite
AliMehrpour/ClipBox,2,0,0.0,Elite
androidmads/SQLite2XL,1,0,0.0,Elite
Kerooker/rpg-npc-generator,2,0,0.0,Elite
sanderbaas/rainalarm-android,15,0,0.0,Elite
NPKStudios/OpenTesla,2,0,0.0,Elite
thmarg/LampeTorche,1,0,0.0,Elite
romixch/KorbballMeisterschaftAndroidApp,3,0,0.0,Elite
leonardoleal/AventuraDoConhecimento,1,0,0.0,Elite
Scutterman/diabetes-tracker,3,0,0.0,Elite
HackPlan/AndroidArcMenu,2,0,0.0,Elite
appwoodoo/appwoodoo-android-sdk,10,0,0.0,Elite
TekkLabs/memoria-politica,1,0,0.0,Elite
Digutsoft/dMetronome,5,1,20.0,High
mudar/RotationQuickSetting,5,0,0.0,Elite
nahratzah/speaker_phone,1,0,0.0,Elite
pjanczyk/lo1olkusz,4,0,0.0,Elite
ConsideredHamster/YetAnotherPixelDungeon,13,0,0.0,Elite
johnzweng/bankomatinfos,5,0,0.0,Elite
romanz/audiomodem-android,1,0,0.0,Elite
k3b/ContentProviderHelper,1,1,100.0,Low
Keripo/Beats,2,0,0.0,Elite
dinosaurwithakatana/applist,2,0,0.0,Elite
bitbrain/plox,1,0,0.0,Elite
imallett/FlashBang,1,0,0.0,Elite
Mini-Stren/MultiThemer,6,0,0.0,Elite
goldenpears/wmappy,1,0,0.0,Elite
zzz40500/AndroidSweetSheet,1,0,0.0,Elite
konifar/droidkaigi2016,7,7,100.0,Low
rignaneseleo/SlimSocial-for-Twitter,5,0,0.0,Elite
NanneHuiges/androblip,2,0,0.0,Elite
kenneho/run-for-the-bus,1,0,0.0,Elite
PhilJay/ValueBar,3,0,0.0,Elite
pkern/kitcard-reader,1,0,0.0,Elite
remijouannet/get10,1,0,0.0,Elite
goldcoin/goldcoin-android,4,0,0.0,Elite
Mazuh/Terminal588,1,0,0.0,Elite
BILLyTheLiTTle/PhoneAsTablet,1,0,0.0,Elite
drilonreqica/PinSaver-android,1,0,0.0,Elite
zabbat/autoreply,1,0,0.0,Elite
kurema/BDVideoLibraryManager,6,0,0.0,Elite
fossasia/ots15-companion,2,0,0.0,Elite
itds-consulting/android-silent-ping-sms,5,0,0.0,Elite
trashify/bolt-starter,1,0,0.0,Elite
mschlauch/comfortreader,8,1,12.5,Elite
lsubel/amam-cordova,7,0,0.0,Elite
matejdro/TaskerTetherControl,6,0,0.0,Elite
Iridias/amarok-rc,4,0,0.0,Elite
anvo/piqwi,5,0,0.0,Elite
octaltech/fixmephone,1,0,0.0,Elite
savanto/AnDICT-Android,7,0,0.0,Elite
pistatium/mahougen,2,0,0.0,Elite
drew887/Resistor-Calculator,1,0,0.0,Elite
chengxinlun/Stellarium-android,6,1,16.67,High
rameshvoltella/RWeekCalendar,1,0,0.0,Elite
xenon92/xposed-disable-fullscreen-keyboard,4,0,0.0,Elite
JoostvDoorn/GlutenVrijApp,1,0,0.0,Elite
xdtianyu/GTUResult,4,0,0.0,Elite
zhuqianqian/wordchain,4,0,0.0,Elite
clayfish/torch,3,1,33.33,Medium
hckhanh/DemoDeployCI,6,0,0.0,Elite
HozakaN/MaterialDesignColorPalette,6,0,0.0,Elite
calintat/explorer,1,0,0.0,Elite
crazyhitty/Rss-Manager,2,0,0.0,Elite
xmikos/SnooperStopper,3,0,0.0,Elite
faywong/FFPlayer,1,0,0.0,Elite
Crescent-Labs/iqra-android,1,0,0.0,Elite
contentful/discovery-app-android,1,0,0.0,Elite
mathisdt/checknetwork,1,0,0.0,Elite
BlaShadow/Remote-Logger-Android,1,0,0.0,Elite
welsinga/SocialURLShare,1,0,0.0,Elite
rprouse/TipCalculator.Android,1,0,0.0,Elite
ryoyakawai/WebMusicBrowser,1,0,0.0,Elite
TimMikeladze/lastfm-android-music-discovery,1,0,0.0,Elite
yqritc/Android-ScalableVideoView,3,0,0.0,Elite
mrwonderman/driveimageview,1,0,0.0,Elite
MacroYau/Blue2Serial,2,0,0.0,Elite
msk610/Chemtris,1,0,0.0,Elite
gvSIGAssociation/gvsig-mobile,2,0,0.0,Elite
WebMajstr-/pebble-navigation,2,0,0.0,Elite
obihann/swear-oclock,2,0,0.0,Elite
thanksmister/BitcoinBlue,1,0,0.0,Elite
unparalleled/viewitt,4,0,0.0,Elite
mauriciotogneri/andwars,1,0,0.0,Elite
zawadz88/material-activity-chooser,5,0,0.0,Elite
dynamitetuning/com.dynamite.heaterrc,4,0,0.0,Elite
Frainbow/sharecam.frb-android,1,0,0.0,Elite
hearsilent/AmazingAvatar,9,0,0.0,Elite
adrian110288/LoadIndicators,1,0,0.0,Elite
slvn/android-aosp-mms,1,0,0.0,Elite
hrskrs/GestureFun,2,0,0.0,Elite
blunden/DoNotDisturbSync,1,0,0.0,Elite
raatmarien/Point-and-Hit,5,0,0.0,Elite
cunnj/Activities,1,0,0.0,Elite
adrielcafe/RecifeBomDeBola,1,0,0.0,Elite
thehellnet/myinfos,3,0,0.0,Elite
ParkJeongseop/CheongwonPay,1,0,0.0,Elite
mtransitapps/ca-maritime-bus-android,1,0,0.0,Elite
culebras/BasketTeamMaker,1,0,0.0,Elite
Matze1985/FPE-Rechner,4,0,0.0,Elite
sukso96100/baekhyang14-android,1,0,0.0,Elite
nprc/nprc-android,1,0,0.0,Elite
