repository,T_total_hours,T_downtime_hours,availability,N_releases,N_bugs,N_total_builds,N_failed_builds,bug_error_rate,build_error_rate,N_failures,mtbf_hours,availability_percent,bug_error_rate_pct,build_error_rate_pct,availability_level,bug_error_rate_level,build_error_rate_level,mtbf_level
100Hackers/Plaper,62.58,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Z3r0byte/Magistify,17615.69,12886.96,26.8439,39,27,0,0,0.692308,0.0,27,652.43,2684.3900000000003,0.006923080000000001,0.0,Elite,Medium,Elite,High
peterfajdiga/SSZJ-Android,17016.95,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
DeathsbreedGames/SpaceRun,2774.64,0.0,100.0,10,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Beaconstac/Android-SDK,35790.41,0.0,100.0,35,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
sdsmdg/trianglify,22.65,22.65,0.0,2,9,0,0,4.5,0.0,9,2.52,0.0,0.045,0.0,Low,Low,Elite,Low
brarcher/rental-calc,3075.17,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
R-a-dio/R-a-dio-Amazing-Android-App,10922.23,1.08,99.9901,7,2,0,0,0.285714,0.0,2,5461.11,9999.01,0.00285714,0.0,Elite,High,Elite,Elite
mtransitapps/ca-milton-transit-bus-android,195.19,0.0,100.0,2,0,127,2,0.0,0.015748,2,97.59,10000.0,0.0,0.015748,Elite,Elite,Low,Medium
takke/DataStats,11087.43,0.0,100.0,2,0,70,4,0.0,0.057143,4,2771.86,10000.0,0.0,0.057143,Elite,Elite,Low,Elite
lewismcgeary/AndroidGameofLife,1642.68,1642.68,0.0,6,9,0,0,1.5,0.0,9,182.52,0.0,0.015,0.0,Low,Low,Elite,High
bleissem/babyphone,23576.25,1.58,99.9933,19,1,0,0,0.052632,0.0,1,23576.25,9999.33,0.0005263199999999999,0.0,Elite,Elite,Elite,Elite
Nuvolect/SecureSuite-Android,5438.75,0.0,100.0,3,1,0,0,0.333333,0.0,1,5438.75,10000.0,0.00333333,0.0,Elite,High,Elite,Elite
tvbarthel/CameraColorPicker,4646.87,4646.87,0.0,5,2,0,0,0.4,0.0,2,2323.44,0.0,0.004,0.0,Low,High,Elite,Elite
rascarlo/AURdroid,30539.35,91.61,99.7,20,3,0,0,0.15,0.0,3,10179.78,9970.0,0.0015,0.0,Elite,High,Elite,Elite
ultramega/flavordex,14134.26,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
kd345312/RoboApp,4394.72,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
mattermost/mattermost-android-classic,19576.33,0.0,100.0,14,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Scaronthesky/UK-Gebaerden_Muensterland,40101.54,32347.33,19.3364,11,30,0,0,2.727273,0.0,30,1336.72,1933.64,0.02727273,0.0,Elite,Low,Elite,Elite
selcukcihan/sensors,287.81,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
mtransitapps/ca-sudbury-transit-bus-android,24.23,0.0,100.0,2,0,128,1,0.0,0.007812,1,24.23,10000.0,0.0,0.007812,Elite,Elite,Medium,Medium
mtransitapps/ca-durham-region-transit-bus-android,46.42,0.0,100.0,2,0,129,5,0.0,0.03876,5,9.29,10000.0,0.0,0.03876,Elite,Elite,Low,Low
mtransitapps/ca-haut-st-laurent-cithsl-bus-android,195.55,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
afollestad/photo-affix,14178.67,0.0,100.0,18,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
SafeSlingerProject/SafeSlinger-Android,4175.79,4175.79,0.0,7,69,0,0,9.857143,0.0,69,60.52,0.0,0.09857143,0.0,Low,Low,Elite,Medium
atomicptr/TrierBusTimeTracker,1591.26,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
petalyaa/Launchpet2,250.64,0.67,99.7314,7,2,0,0,0.285714,0.0,2,125.32,9973.14,0.00285714,0.0,Elite,High,Elite,Medium
mtransitapps/ca-halifax-transit-ferry-android,195.59,0.0,100.0,2,0,128,1,0.0,0.007812,1,195.59,10000.0,0.0,0.007812,Elite,Elite,Medium,High
caarmen/PalidaMuerte,28223.47,21.6,99.9235,9,1,0,0,0.111111,0.0,1,28223.47,9992.35,0.00111111,0.0,Elite,High,Elite,Elite
plattysoft/Leonids,20382.63,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
negusoft/holoaccent,8496.8,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
getsocial-im/getsocial-android-sdk,63695.57,0.0,100.0,141,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
ccjeng/News,18977.76,0.0,100.0,35,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
MoinApp/moinapp-android,12051.35,0.0,100.0,18,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
takke/cpustats,11258.99,0.0,100.0,5,0,52,2,0.0,0.038462,2,5629.5,10000.0,0.0,0.038462,Elite,Elite,Low,Elite
Kaljurand/Arvutaja,28032.25,0.0,100.0,7,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
nbd9/UnityPlanner,1759.03,1759.03,0.0,7,3,0,0,0.428571,0.0,3,586.34,0.0,0.00428571,0.0,Low,High,Elite,High
jd-alexander/Google-Directions-Android,18966.89,0.0,100.0,9,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
0x1bad1d3a/Kaku,4349.5,1593.39,63.3661,3,10,0,0,3.333333,0.0,10,434.95,6336.610000000001,0.03333333,0.0,Elite,Low,Elite,High
Nutomic/controldlna,7488.88,0.0,100.0,10,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
laurentsebag/android-wifi-timer,676.14,676.14,0.0,4,13,0,0,3.25,0.0,13,52.01,0.0,0.0325,0.0,Low,Low,Elite,Medium
dbrant/unitconverter-android,6182.12,0.0,100.0,4,0,70,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
chris-carneiro/Wi-Fi-Toggler,670.46,670.46,0.0,2,7,0,0,3.5,0.0,7,95.78,0.0,0.035,0.0,Low,Low,Elite,Medium
castorflex/SmoothProgressBar,31840.89,10244.43,67.8262,9,4,0,0,0.444444,0.0,4,7960.22,6782.62,0.00444444,0.0,Elite,High,Elite,Elite
Adonai/Man-Man,12964.43,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
jmuthu/Poovali,1412.28,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
martinmarinov/AndroidDvbDriver,46418.48,0.0,100.0,7,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
beta/cloudier,6549.76,0.5,99.9924,24,4,0,0,0.166667,0.0,4,1637.44,9999.24,0.00166667,0.0,Elite,High,Elite,Elite
colesadam/hill-lists,32736.68,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
tvbarthel/SimpleWeatherForecast,715.67,715.67,0.0,2,3,0,0,1.5,0.0,3,238.56,0.0,0.015,0.0,Low,Low,Elite,High
Trellmor/BerryTube,45198.08,0.0,100.0,8,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
MicMun/MiWoTreff,45050.7,0.09,99.9998,17,1,0,0,0.058824,0.0,1,45050.7,9999.98,0.00058824,0.0,Elite,Elite,Elite,Elite
CytoDev/FrequencyCalculator,9501.96,98.23,98.9662,3,3,0,0,1.0,0.0,3,3167.32,9896.62,0.01,0.0,Elite,Low,Elite,Elite
mlewe/arxiv-mobile,3695.18,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
javiersantos/MaterialStyledDialogs,39283.58,10909.15,72.2298,24,9,0,0,0.375,0.0,9,4364.84,7222.98,0.00375,0.0,Elite,High,Elite,Elite
GrinnellAppDev/KDIC-Radio-Android,26487.82,404.98,98.4711,4,1,0,0,0.25,0.0,1,26487.82,9847.11,0.0025,0.0,Elite,High,Elite,Elite
melkonyan/Timetable,2486.69,2486.69,0.0,12,15,0,0,1.25,0.0,15,165.78,0.0,0.0125,0.0,Low,Low,Elite,Medium
msal/Shoutemo,7622.93,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
tvbarthel/BlurDialogFragment,10699.54,10699.54,0.0,3,15,0,0,5.0,0.0,15,713.3,0.0,0.05,0.0,Low,Low,Elite,High
rastating/DroidBeard,21023.76,21023.76,0.0,24,448,0,0,18.666667,0.0,448,46.93,0.0,0.18666667,0.0,Low,Low,Elite,Medium
ganddev/breminale_android_mvvm,8091.08,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
csuyzb/AndroidLinkup,2956.41,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
GrinnellAppDev/Grinnell-DB-Android-Old,356.94,356.94,0.0,4,3,0,0,0.75,0.0,3,118.98,0.0,0.0075,0.0,Low,Medium,Elite,Medium
mtransitapps/ca-prince-george-transit-system-bus-android,194.95,0.0,100.0,2,0,128,3,0.0,0.023438,3,64.98,10000.0,0.0,0.023438,Elite,Elite,Low,Medium
shreyassood/2048,52849.49,0.0,100.0,14,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
seht/volumenotification,22893.08,22893.08,0.0,27,6,0,0,0.222222,0.0,6,3815.51,0.0,0.00222222,0.0,Low,High,Elite,Elite
baculsoft/curhatharga,3818.32,0.0,100.0,7,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
unparalleled/kcards,14346.66,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
chteuchteu/Blurify,1802.11,0.0,100.0,7,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
yazeed44/MultiImagePicker,1617.27,518.78,67.9228,8,15,0,0,1.875,0.0,15,107.82,6792.28,0.01875,0.0,Elite,Low,Elite,Medium
jorenham/fingerblox,1088.48,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
andreiciubotariu/contact-notifier,15410.66,345.38,97.7588,9,4,0,0,0.444444,0.0,4,3852.67,9775.88,0.00444444,0.0,Elite,High,Elite,Elite
fython/Blackbulb,27251.17,1911.02,92.9874,16,2,0,0,0.125,0.0,2,13625.58,9298.74,0.00125,0.0,Elite,High,Elite,Elite
rootkiwi/an2linuxclient,36927.29,0.0,100.0,19,0,2,1,0.0,0.5,1,36927.29,10000.0,0.0,0.5,Elite,Elite,Low,Elite
SecUSo/privacy-friendly-qr-scanner,60293.48,60293.48,0.0,15,38,179,5,2.533333,0.027933,43,1402.17,0.0,0.025333329999999998,0.027933,Low,Low,Low,Elite
crysxd/Studiportal-Checker,7915.24,0.0,100.0,16,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
andreacioni/KeeLink,37175.66,0.0,100.0,11,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
MoveLab/erulet-android,3728.64,0.0,100.0,12,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
ssaqua/ProximityService,25364.03,0.0,100.0,11,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
asalamon74/ztemezszam,25560.1,0.0,100.0,4,0,12,5,0.0,0.416667,5,5112.02,10000.0,0.0,0.416667,Elite,Elite,Low,Elite
rails-school/tiramisu,1369.72,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
bobrofon/easysshfs,32836.18,0.0,100.0,7,0,34,3,0.0,0.088235,3,10945.39,10000.0,0.0,0.088235,Elite,Elite,Low,Elite
loadrunner/Facebook-Contact-Sync,24.83,24.83,0.0,2,4,0,0,2.0,0.0,4,6.21,0.0,0.02,0.0,Low,Low,Elite,Low
Nimrodda/WizarDroid,13337.57,13337.57,0.0,7,9,0,0,1.285714,0.0,9,1481.95,0.0,0.01285714,0.0,Low,Low,Elite,Elite
hidroh/tldroid,1669.9,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
0xnm/BTC-e-client-for-Android,4436.36,0.0,100.0,9,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
pe-pan/flappy,1242.34,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
dhbw-timetable/dhbw-timetable-android,2360.79,2360.79,0.0,3,33,0,0,11.0,0.0,33,71.54,0.0,0.11,0.0,Low,Low,Elite,Medium
stealthcopter/AndroidNetworkTools,36766.64,36766.64,0.0,17,13,0,0,0.764706,0.0,13,2828.2,0.0,0.00764706,0.0,Low,Medium,Elite,Elite
luckytoilet/WATisRain,2833.9,2833.9,0.0,3,15,0,0,5.0,0.0,15,188.93,0.0,0.05,0.0,Low,Low,Elite,High
passwordmaker/android-passwordmaker,40907.15,0.0,100.0,13,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
el1t/Iolite,6863.62,6018.32,12.3156,3,2,0,0,0.666667,0.0,2,3431.81,1231.56,0.00666667,0.0,Elite,Medium,Elite,Elite
acadet/wanderer-android,94.36,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
dragthor/learning,7354.48,0.0,100.0,5,1,0,0,0.2,0.0,1,7354.48,10000.0,0.002,0.0,Elite,High,Elite,Elite
pretix/pretixdroid,24647.91,0.0,100.0,5,1,0,0,0.2,0.0,1,24647.91,10000.0,0.002,0.0,Elite,High,Elite,Elite
Sensirion/SmartGadget-Android,10709.99,9338.22,12.8083,5,1,0,0,0.2,0.0,1,10709.99,1280.83,0.002,0.0,Elite,High,Elite,Elite
valaczka/callofsuli,8781.65,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
HamishONE/trackbus,20.11,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
meefik/linuxdeploy,26499.53,1890.15,92.8672,16,2,0,0,0.125,0.0,2,13249.76,9286.72,0.00125,0.0,Elite,High,Elite,Elite
suragch/Chimee,38307.33,0.0,100.0,8,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
FRC-Utilities/QDriverStation-Mobile,7059.38,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
RobTain/Busfahrplan-Passau,587.63,0.0,100.0,13,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
wsv-accidis/fm-fg-godsdekl,26498.36,229.09,99.1355,12,1,0,0,0.083333,0.0,1,26498.36,9913.55,0.0008333300000000001,0.0,Elite,Elite,Elite,Elite
kshoji/BLE-MIDI-for-Android,66566.22,4436.35,93.3354,10,9,4,1,0.9,0.25,10,6656.62,9333.54,0.009000000000000001,0.25,Elite,Medium,Low,Elite
anselm94/Torchie-Android,15871.97,199.35,98.744,4,4,0,0,1.0,0.0,4,3967.99,9874.4,0.01,0.0,Elite,Low,Elite,Elite
penk/terrarium-app,5994.64,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
michelelacorte/AndroidAppShortcuts,1895.12,0.0,100.0,8,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
eladnava/redalert-android,66.25,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Nxt3/IO_Classic_WatchFace,17187.48,0.63,99.9964,20,1,0,0,0.05,0.0,1,17187.48,9999.64,0.0005,0.0,Elite,Elite,Elite,Elite
SecUSo/privacy-friendly-dicer,40973.43,0.0,100.0,7,0,50,20,0.0,0.4,20,2048.67,10000.0,0.0,0.4,Elite,Elite,Low,Elite
MoveLab/tigatrapp-android,15163.55,0.0,100.0,8,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
SimplicityApks/ReminderDatePicker,19700.39,2044.59,89.6216,4,10,0,0,2.5,0.0,10,1970.04,8962.16,0.025,0.0,Elite,Low,Elite,Elite
Rouji/Hupl,37400.26,2162.27,94.2186,11,2,35,9,0.181818,0.257143,11,3400.02,9421.859999999999,0.00181818,0.257143,Elite,High,Low,Elite
firejake308/Show-And-Sell,3332.04,1788.42,46.3266,4,4,0,0,1.0,0.0,4,833.01,4632.66,0.01,0.0,Elite,Low,Elite,Elite
yaroslav-shlapak/Circle-Progress-View,28539.33,0.0,100.0,15,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Tarostar/QMLGalaxyPortal,9670.96,23.06,99.7615,9,1,0,0,0.111111,0.0,1,9670.96,9976.15,0.00111111,0.0,Elite,High,Elite,Elite
ThibaudM/timelapse-sony,5033.86,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Fortyseven/ToneDef,48154.15,32325.72,32.8703,6,5,0,0,0.833333,0.0,5,9630.83,3287.03,0.00833333,0.0,Elite,Medium,Elite,Elite
MMAUG/FloodInfo,21.05,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
shubhamchaudhary/CCDroid,3130.89,38.92,98.757,2,2,0,0,1.0,0.0,2,1565.45,9875.7,0.01,0.0,Elite,Low,Elite,Elite
milosmns/Timecrypt,358.9,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
heinrichreimer/android-issue-reporter,34765.75,34765.75,0.0,7,10,20,0,1.428571,0.0,10,3476.57,0.0,0.01428571,0.0,Low,Low,Elite,Elite
hzsweers/palettehelper,765.74,765.74,0.0,3,5,0,0,1.666667,0.0,5,153.15,0.0,0.016666669999999998,0.0,Low,Low,Elite,Medium
Androguide/Pimp_my_Z1,1345.65,0.0,100.0,14,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
omgitsjoao/wakatime-android-client,26.78,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
razorpay/razorpay-android-sample-app,58867.0,0.0,100.0,29,0,130,126,0.0,0.969231,126,467.2,10000.0,0.0,0.969231,Elite,Elite,Low,High
fobid/webviewer-android,68.22,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
BenAlderfer/RIT-Dining-Planner-Android,17660.03,72.31,99.5906,3,5,0,0,1.666667,0.0,5,3532.01,9959.06,0.016666669999999998,0.0,Elite,Low,Elite,Elite
maxanier/Vertretungsplan,28819.64,5985.98,79.2295,4,9,0,0,2.25,0.0,9,3202.18,7922.95,0.0225,0.0,Elite,Low,Elite,Elite
Onelio/ConnectU,0.39,0.39,0.0,2,1,0,0,0.5,0.0,1,0.39,0.0,0.005,0.0,Low,Medium,Elite,Low
andresoviedo/android-3D-model-viewer,42143.02,42143.02,0.0,10,59,0,0,5.9,0.0,59,714.29,0.0,0.059000000000000004,0.0,Low,Low,Elite,High
justdave/MCStatus,62476.82,62476.82,0.0,8,6,16,0,0.75,0.0,6,10412.8,0.0,0.0075,0.0,Low,Medium,Elite,Elite
cloud-emoticon/SmallCloudEmoji,4558.52,0.0,100.0,12,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
joeyvanderbie/Bluetooth-LE-Library---Android,13676.16,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Nilhcem/hosts-editor-android,8845.28,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Mygod/MygodSpeechSynthesizer-android,10514.82,0.0,100.0,11,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
OneLight-Studio/onebike-android,959.01,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
swooby/alfred,28.27,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
ColtanLabs/TapNote,3311.94,1.83,99.9449,2,1,0,0,0.5,0.0,1,3311.94,9994.49,0.005,0.0,Elite,Medium,Elite,Elite
apotter96/PowerOfGod,30912.88,436.57,98.5877,22,1,0,0,0.045455,0.0,1,30912.88,9858.77,0.00045455,0.0,Elite,Elite,Elite,Elite
afollestad/drag-select-recyclerview,29811.59,0.0,100.0,19,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Qualeams/Android-Face-Recognition-with-Deep-Learning-Test-Framework,7386.26,4.23,99.9427,6,4,0,0,0.666667,0.0,4,1846.56,9994.27,0.00666667,0.0,Elite,Medium,Elite,Elite
abhijitvalluri/fitnotifications,33981.27,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
patrickfav/Dali,33879.03,49.53,99.8538,12,9,0,0,0.75,0.0,9,3764.34,9985.380000000001,0.0075,0.0,Elite,Medium,Elite,Elite
nick11roberts/Moka-Scanr,1504.32,15.1,98.9962,3,2,0,0,0.666667,0.0,2,752.16,9899.62,0.00666667,0.0,Elite,Medium,Elite,Elite
hanneseilers/Mensa-SH,8682.1,70.16,99.192,7,2,0,0,0.285714,0.0,2,4341.05,9919.199999999999,0.00285714,0.0,Elite,High,Elite,Elite
dan-zx/twitt4droid,3978.64,3978.64,0.0,2,1,0,0,0.5,0.0,1,3978.64,0.0,0.005,0.0,Low,Medium,Elite,Elite
jreyes/mirror,897.69,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
ello/ello-android,1366.37,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
jamesmorrisstudios/Randomly-RemindMe,1805.45,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
JohnNPhillips/HistoryCleanerPro,15593.08,0.0,100.0,15,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
hubbardgary/LondonTrails,23495.91,99.36,99.5771,6,1,0,0,0.166667,0.0,1,23495.91,9957.710000000001,0.00166667,0.0,Elite,High,Elite,Elite
bmarrdev/android-DecoView-charting,7888.7,0.0,100.0,10,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
meefik/busybox,53974.61,0.0,100.0,12,3,0,0,0.25,0.0,3,17991.54,10000.0,0.0025,0.0,Elite,High,Elite,Elite
sytolk/TaxiAndroidOpen,0.36,0.36,0.0,2,2,0,0,1.0,0.0,2,0.18,0.0,0.01,0.0,Low,Low,Elite,Low
Mnkai/PGPClipper,30772.95,20459.38,33.5151,13,5,0,0,0.384615,0.0,5,6154.59,3351.5099999999998,0.00384615,0.0,Elite,High,Elite,Elite
brarcher/gift-card-guard,16295.58,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
bluedaniel/Kakapo-native,460.29,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
dhmncivichacks/isitrecyclingweek-android,8929.81,6978.24,21.8545,2,5,0,0,2.5,0.0,5,1785.96,2185.4500000000003,0.025,0.0,Elite,Low,Elite,Elite
hgzojer/picturetrainer,37215.57,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
crysxd/mensa-furtwangen,8527.09,0.0,100.0,8,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
AfzalivE/AwakeDebug,371.97,97.2,73.8682,2,1,2,0,0.5,0.0,1,371.97,7386.82,0.005,0.0,Elite,Medium,Elite,High
tvbarthel/SimpleThermometerProject,6614.56,89.21,98.6513,5,2,0,0,0.4,0.0,2,3307.28,9865.130000000001,0.004,0.0,Elite,High,Elite,Elite
StephanBezoen/tumblrlikes,643.07,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
areina/elfeed-cljsrn,3467.31,3467.31,0.0,5,3,0,0,0.6,0.0,3,1155.77,0.0,0.006,0.0,Low,Medium,Elite,Elite
JakeLane/Toffeed,3114.44,465.71,85.0468,14,10,0,0,0.714286,0.0,10,311.44,8504.68,0.00714286,0.0,Elite,Medium,Elite,High
trvlrch/trvlr-android,71.47,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
PaitoAnderson/SkrumazAndroid,10229.95,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
sukso96100/zionhs,9754.13,0.0,100.0,9,1,0,0,0.111111,0.0,1,9754.13,10000.0,0.00111111,0.0,Elite,High,Elite,Elite
adamsp/DestinyRaidTimers,2016.83,0.06,99.997,3,2,0,0,0.666667,0.0,2,1008.42,9999.7,0.00666667,0.0,Elite,Medium,Elite,Elite
garywzh/QuumiiBox,4387.0,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
trikita/obsqr,4035.24,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
edubarr/header-decor,11976.28,0.0,100.0,3,5,0,0,1.666667,0.0,5,2395.26,10000.0,0.016666669999999998,0.0,Elite,Low,Elite,Elite
msal/muzei-nationalgeographic,69108.26,1574.94,97.7211,10,4,0,0,0.4,0.0,4,17277.07,9772.11,0.004,0.0,Elite,High,Elite,Elite
Digitopia/PORTOphone-app,8351.97,8351.97,0.0,5,22,0,0,4.4,0.0,22,379.64,0.0,0.044000000000000004,0.0,Low,Low,Elite,High
hpedrorodrigues/GZMD,1165.68,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
bparmentier/WiFiKeyShare,24223.37,24223.37,0.0,4,13,0,0,3.25,0.0,13,1863.34,0.0,0.0325,0.0,Low,Low,Elite,Elite
AyuntamientoDeXalapa/AppLimpiaXalapa,1697.7,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
ratty3697/android-smart-animation-library,4834.19,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Lauszus/FaceRecognitionApp,15494.4,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
