repository,T_total_hours,T_downtime_hours,availability,N_releases,N_bugs,N_total_builds,N_failed_builds,bug_error_rate,build_error_rate,N_failures,mtbf_hours,availability_percent,bug_error_rate_pct,build_error_rate_pct,availability_level,bug_error_rate_level,build_error_rate_level,mtbf_level
Digutsoft/dMetronome,8324.21,15.01,99.8197,5,1,0,0,0.2,0.0,1,8324.21,9981.97,0.002,0.0,Elite,High,Elite,Elite
mudar/RotationQuickSetting,7494.3,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
pjanczyk/lo1olkusz,5659.95,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
ConsideredHamster/YetAnotherPixelDungeon,23687.57,0.0,100.0,13,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
johnzweng/bankomatinfos,7788.82,322.67,95.8573,5,4,0,0,0.8,0.0,4,1947.21,9585.73,0.008,0.0,Elite,Medium,Elite,Elite
Keripo/Beats,315.46,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
dinosaurwithakatana/applist,420.17,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Mini-Stren/MultiThemer,6068.86,0.0,100.0,6,0,22,5,0.0,0.227273,5,1213.77,10000.0,0.0,0.227273,Elite,Elite,Low,Elite
konifar/droidkaigi2016,262.81,262.81,0.0,7,34,0,0,4.857143,0.0,34,7.73,0.0,0.04857143,0.0,Low,Low,Elite,Low
rignaneseleo/SlimSocial-for-Twitter,12065.85,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
NanneHuiges/androblip,279.53,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
PhilJay/ValueBar,140.61,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
goldcoin/goldcoin-android,15908.07,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
kurema/BDVideoLibraryManager,46228.66,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
fossasia/ots15-companion,177.12,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
itds-consulting/android-silent-ping-sms,17709.43,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
mschlauch/comfortreader,23458.07,470.02,97.9963,8,2,0,0,0.25,0.0,2,11729.04,9799.630000000001,0.0025,0.0,Elite,High,Elite,Elite
lsubel/amam-cordova,23928.39,0.0,100.0,7,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
matejdro/TaskerTetherControl,6398.69,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Iridias/amarok-rc,25058.49,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
anvo/piqwi,53521.16,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
savanto/AnDICT-Android,5333.76,0.0,100.0,7,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
pistatium/mahougen,6168.04,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
chengxinlun/Stellarium-android,29272.71,3.57,99.9878,6,1,0,0,0.166667,0.0,1,29272.71,9998.779999999999,0.00166667,0.0,Elite,High,Elite,Elite
xenon92/xposed-disable-fullscreen-keyboard,19315.47,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
xdtianyu/GTUResult,572.09,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
zhuqianqian/wordchain,5152.63,69.46,98.6519,4,2,0,0,0.5,0.0,2,2576.32,9865.19,0.005,0.0,Elite,Medium,Elite,Elite
clayfish/torch,192.8,192.8,0.0,3,2,0,0,0.666667,0.0,2,96.4,0.0,0.00666667,0.0,Low,Medium,Elite,Medium
hckhanh/DemoDeployCI,1.71,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
HozakaN/MaterialDesignColorPalette,2570.38,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
crazyhitty/Rss-Manager,356.92,356.92,0.0,2,2,0,0,1.0,0.0,2,178.46,0.0,0.01,0.0,Low,Low,Elite,High
xmikos/SnooperStopper,4593.86,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
yqritc/Android-ScalableVideoView,8013.64,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
MacroYau/Blue2Serial,1098.98,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
gvSIGAssociation/gvsig-mobile,46.33,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
WebMajstr-/pebble-navigation,780.47,64.39,91.7503,2,1,0,0,0.5,0.0,1,780.47,9175.029999999999,0.005,0.0,Elite,Medium,Elite,Elite
obihann/swear-oclock,0.26,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
unparalleled/viewitt,9237.1,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
zawadz88/material-activity-chooser,5313.67,681.61,87.1724,5,1,0,0,0.2,0.0,1,5313.67,8717.24,0.002,0.0,Elite,High,Elite,Elite
dynamitetuning/com.dynamite.heaterrc,18979.76,0.0,100.0,4,2,0,0,0.5,0.0,2,9489.88,10000.0,0.005,0.0,Elite,Medium,Elite,Elite
hearsilent/AmazingAvatar,31921.5,0.0,100.0,9,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
hrskrs/GestureFun,4.77,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
raatmarien/Point-and-Hit,213.57,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
thehellnet/myinfos,12833.08,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Matze1985/FPE-Rechner,11416.45,0.0,100.0,4,1,0,0,0.25,0.0,1,11416.45,10000.0,0.0025,0.0,Elite,High,Elite,Elite
enricocid/Storage-USB,6908.11,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
RSATom/WebChimera-desktop,3885.25,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
staceybellerose/BlankDaydream,6112.64,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
deano2390/stunclient,171.08,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
x-falcon/Virtual-Hosts,11204.71,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
timothyb89/lifx-tasker,1394.9,632.43,54.6614,3,5,0,0,1.666667,0.0,5,278.98,5466.14,0.016666669999999998,0.0,Elite,Low,Elite,High
JulienVdG/respi55-android,1307.37,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
fin10/LaunchItUp,2961.14,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
YUKAI/KonashiInspectorForAndroid,4847.42,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
FRC1756-Argos/SpeedScout16-Android,217.77,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
75py/CallConfirm,16779.38,16779.38,0.0,3,2,0,0,0.666667,0.0,2,8389.69,0.0,0.00666667,0.0,Low,Medium,Elite,Elite
spheras/messic-android,7005.95,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
thiagogsr/estatistica-computacional,97.96,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
louislam/hkepc-unofficial-android,12791.67,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
abitsinc/AB-ITS-Inc-Flashlight-Android,376.59,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
garywzh/SimpleADB,7344.7,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
tsekityam/Cangjie-Helper-for-Android,26.11,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
telly/MrVector,188.77,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
heinrichreimer/material-singleinputform,24005.64,9454.05,60.6174,7,4,0,0,0.571429,0.0,4,6001.41,6061.740000000001,0.0057142899999999995,0.0,Elite,Medium,Elite,Elite
dz0ny/mopidy-android-app,167.5,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
EmmanuelMess/Voicer,7801.29,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
hishamMuneer/BlackJack_Game,1006.01,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
connyduck/pixelwallpaper,3570.26,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Jamesits/DisableSystemUpdateService,14.56,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
vnidens/ClickableEditText,4480.9,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
HairyRobot/BatteryWidget-gyu,14281.95,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
CoolONEOfficial/bubbles,547.07,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
NordicSemiconductor/Android-nRF-Beacon,7996.27,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
meefik/wshell,31510.95,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
TobiasBielefeld/Elliptic-Curves-Calculator,1337.32,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
CiriousJoker/HomingCompass,2811.17,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
mrieker/SshClient,2.39,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
mespinosaz/HackmasterCombatCounter,0.99,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
culebras/CalculadoraDeFechas,7270.43,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
balaji-katika/Muhurat,183.17,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
lomza/screenlookcount,267.71,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
nfllab/SimplePackageInfo,4056.61,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
ismangil/LinkFormatter,8.37,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
WindSekirun/HannamQRReader,306.58,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
johnkil/Android-CollapsibleSearchMenu,4.83,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
wseemann/ServeStream,186.09,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
guoguo12/chemistry-data,795.51,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
RacZo/MotionToColor,13367.11,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
AHelloWorldDev/MinimumWallpaper,95.69,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
dillbyrne/HashPass,3403.63,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
xgdgsc/archwikimanual,23573.99,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
TheSheeps/PPG,786.52,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
VelbazhdSoftwareLLC/Kechi,0.8,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
cketti/MateLightAndroid,17470.67,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
jeesmon/malayalam-bible-android,54957.86,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
gongmingqm10/TrainTimer,11.44,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
jereksel/ListViewSlide,46.55,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
nutellarlz/JumpGo-Old,6753.44,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
notriddle/null-launcher,5929.15,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
ForkTheCode/Knot-It,4451.76,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
bpear/Magisk-Quick-Toggle,22.9,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
alefesouza/schoolapp,1245.12,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
aauc/urticariapp,11046.52,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
c-base/AmpelControl,17531.06,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
timosl/bluetoothvolume,5529.9,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Techwolfy/TelepresenceRemote,1795.54,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
MeilCli/SojoBusSharp,1.74,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
velerelectronic/appsemblea,0.3,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
WangDaYeeeeee/Mysplash,5494.38,0.0,100.0,6,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
dillbyrne/Bodha-Converter,25660.43,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
phpnetfrance/drivinCloudOpen,2991.21,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
lloydtorres/stately,47121.19,104.11,99.7791,44,1,0,0,0.022727,0.0,1,47121.19,9977.91,0.00022727,0.0,Elite,Elite,Elite,Elite
theIoTLab/ZephyrBHDeviceAdapter,3834.01,150.35,96.0785,4,2,0,0,0.5,0.0,2,1917.01,9607.85,0.005,0.0,Elite,Medium,Elite,Elite
alaminopu/IST-Syllabus,71.48,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
steventwheeler/PublicAccessSites,24574.2,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
jonchampagne/XKCD-Dating-Age-Calculator,10.3,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
sinpolib/nfcspy,2090.45,0.0,100.0,3,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
tsekityam/Aria2-Remote-for-Android,47.24,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
przemekr/my_slide,146.91,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
hearsilent/QuickYee,3.4,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
InstituteOfErgonomics/AndroidOcclusion,4057.68,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
skarllot/calibration-calc,1.39,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
wktk/tagifier,0.45,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Sixstring982/get-shaded,151.94,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
tommai78101/android-5-way-Bluetooth-Relay,6266.75,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
shollmann/weathy,155.0,0.0,100.0,2,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
HoraApps/LeafPic,3671.88,3671.88,0.0,7,25,0,0,3.571429,0.0,25,146.88,0.0,0.03571429,0.0,Low,Low,Elite,Medium
brianwernick/PlaylistCore,54262.07,22058.71,59.3478,10,14,1,0,1.4,0.0,14,3875.86,5934.78,0.013999999999999999,0.0,Elite,Low,Elite,Elite
